graph_name,red_endpoints_l2_05,blue_endpoints_l2_05,red_staircases_l2_05,blue_staircases_l2_05,total_staircases_l2_05,red_staircases_l2_0,blue_staircases_l2_0,total_staircases_l2_0,number_of_nodes,number_of_edges,total_red_nodes,total_blue_nodes,avg_degree,max_degree,density
partitioned_grafo11328.32,34,32,6,5,11,4,6,10,32,40,15,17,2.5,4,0.0806
partitioned_grafo11329.36,0,0,0,0,0,0,0,0,36,49,7,29,2.7222,5,0.0778
partitioned_grafo1133.18,0,0,0,0,0,0,0,0,18,23,4,14,2.5556,7,0.1503
partitioned_grafo11330.35,17,19,3,3,6,3,6,9,35,40,9,26,2.2857,7,0.0672
partitioned_grafo11331.34,8,10,1,2,3,1,8,9,34,41,9,25,2.4118,7,0.0731
partitioned_grafo11332.34,19,17,3,3,6,8,3,11,34,40,25,9,2.3529,6,0.0713
partitioned_grafo11333.39,13,41,2,7,9,4,9,13,39,50,14,25,2.5641,6,0.0675
partitioned_grafo11334.37,0,0,0,0,0,0,0,0,37,49,13,24,2.6486,5,0.0736
partitioned_grafo11335.100,0,0,0,0,0,0,0,0,100,153,4,96,3.06,8,0.0309
partitioned_grafo11336.36,6,6,1,1,2,3,5,8,36,47,8,28,2.6111,5,0.0746
partitioned_grafo11337.92,0,0,0,0,0,0,0,0,92,118,70,22,2.5652,8,0.0282
partitioned_grafo11338.92,0,0,0,0,0,0,0,0,92,122,86,6,2.6522,9,0.0291
partitioned_grafo11339.91,0,0,0,0,0,0,0,0,91,115,84,7,2.5275,8,0.0281
partitioned_grafo1134.11,8,4,1,1,2,2,1,3,11,12,8,3,2.1818,3,0.2182
partitioned_grafo11340.36,18,18,3,3,6,10,3,13,36,42,29,7,2.3333,5,0.0667
partitioned_grafo11341.33,31,35,5,6,11,5,4,9,33,35,14,19,2.1212,5,0.0663
partitioned_grafo11342.37,13,11,2,2,4,1,8,9,37,42,8,29,2.2703,6,0.0631
partitioned_grafo11343.35,23,25,4,4,8,4,7,11,35,44,16,19,2.5143,6,0.0739
partitioned_grafo11344.35,20,22,3,4,7,2,9,11,35,40,10,25,2.2857,5,0.0672
partitioned_grafo11345.38,86,40,14,7,21,14,4,18,38,56,23,15,2.9474,8,0.0797
partitioned_grafo11346.36,0,0,0,0,0,0,0,0,36,49,7,29,2.7222,6,0.0778
partitioned_grafo11347.93,0,0,0,0,0,0,0,0,93,115,8,85,2.4731,8,0.0269
partitioned_grafo11348.35,10,8,2,1,3,0,0,0,35,46,27,8,2.6286,5,0.0773
partitioned_grafo11349.91,0,54,0,9,9,0,0,0,91,107,7,84,2.3516,6,0.0261
partitioned_grafo1135.21,7,11,1,2,3,1,5,6,21,22,6,15,2.0952,6,0.1048
partitioned_grafo11350.91,0,0,0,0,0,0,0,0,91,120,85,6,2.6374,5,0.0293
partitioned_grafo11351.90,0,0,0,0,0,0,0,0,90,125,10,80,2.7778,8,0.0312
partitioned_grafo11352.90,0,0,0,0,0,0,0,0,90,126,5,85,2.8,6,0.0315
partitioned_grafo11353.92,0,0,0,0,0,0,0,0,92,117,5,87,2.5435,8,0.028
partitioned_grafo11354.92,0,0,0,0,0,0,0,0,92,133,22,70,2.8913,8,0.0318
partitioned_grafo11355.92,0,0,0,0,0,0,0,0,92,128,4,88,2.7826,8,0.0306
partitioned_grafo11356.31,16,20,2,4,6,2,10,12,31,37,8,23,2.3871,8,0.0796
partitioned_grafo11357.39,7,17,1,3,4,1,15,16,39,48,7,32,2.4615,8,0.0648
partitioned_grafo11358.99,0,0,0,0,0,0,0,0,99,128,5,94,2.5859,8,0.0264
partitioned_grafo11359.37,0,0,0,0,0,0,0,0,37,47,4,33,2.5405,7,0.0706
partitioned_grafo1136.15,6,6,1,1,2,6,1,7,15,17,12,3,2.2667,4,0.1619
partitioned_grafo11360.32,24,24,4,4,8,4,4,8,32,37,15,17,2.3125,4,0.0746
partitioned_grafo11361.38,6,24,1,4,5,2,4,6,38,46,20,18,2.4211,6,0.0654
partitioned_grafo11362.35,0,0,0,0,0,0,0,0,35,45,17,18,2.5714,8,0.0756
partitioned_grafo11363.40,2,16,0,3,3,0,11,11,40,54,3,37,2.7,7,0.0692
partitioned_grafo11364.38,0,0,0,0,0,0,0,0,38,53,3,35,2.7895,7,0.0754
partitioned_grafo11365.92,0,0,0,0,0,0,0,0,92,132,4,88,2.8696,8,0.0315
partitioned_grafo11366.92,0,0,0,0,0,0,0,0,92,121,35,57,2.6304,6,0.0289
partitioned_grafo11367.92,0,0,0,0,0,0,0,0,92,118,10,82,2.5652,9,0.0282
partitioned_grafo11368.92,0,0,0,0,0,0,0,0,92,113,8,84,2.4565,8,0.027
partitioned_grafo11369.96,0,0,0,0,0,0,0,0,96,138,4,92,2.875,9,0.0303
partitioned_grafo1137.10,6,6,1,1,2,1,1,2,10,9,3,7,1.8,4,0.2
partitioned_grafo11370.33,12,12,2,2,4,9,2,11,33,38,27,6,2.303,7,0.072
partitioned_grafo11371.36,14,16,2,3,5,1,8,9,36,39,10,26,2.1667,6,0.0619
partitioned_grafo11372.33,0,0,0,0,0,0,0,0,33,41,19,14,2.4848,8,0.0777
partitioned_grafo11373.38,6,6,1,1,2,4,1,5,38,50,28,10,2.6316,5,0.0711
partitioned_grafo11374.33,21,21,4,3,7,4,3,7,33,44,16,17,2.6667,7,0.0833
partitioned_grafo11375.33,34,32,5,6,11,5,6,11,33,39,22,11,2.3636,5,0.0739
partitioned_grafo11376.38,12,6,2,1,3,9,2,11,38,48,23,15,2.5263,7,0.0683
partitioned_grafo11377.36,0,0,0,0,0,0,0,0,36,48,13,23,2.6667,5,0.0762
partitioned_grafo11378.36,8,10,1,2,3,3,3,6,36,47,8,28,2.6111,6,0.0746
partitioned_grafo11379.92,0,0,0,0,0,0,0,0,92,125,78,14,2.7174,7,0.0299
partitioned_grafo1138.15,7,11,1,2,3,1,4,5,15,14,5,10,1.8667,4,0.1333
partitioned_grafo11380.97,0,0,0,0,0,0,0,0,97,133,6,91,2.7423,8,0.0286
partitioned_grafo11381.92,0,0,0,0,0,0,0,0,92,126,8,84,2.7391,7,0.0301
partitioned_grafo11382.33,12,12,2,2,4,1,7,8,33,33,10,23,2,4,0.0625
partitioned_grafo11383.38,8,10,1,2,3,1,11,12,38,43,7,31,2.2632,7,0.0612
partitioned_grafo11384.30,16,14,3,2,5,5,2,7,30,34,19,11,2.2667,4,0.0782
partitioned_grafo11385.36,5,1,1,0,1,7,3,10,36,48,29,7,2.6667,5,0.0762
partitioned_grafo11386.34,1,5,0,1,1,0,13,13,34,46,3,31,2.7059,7,0.082
partitioned_grafo11387.34,35,31,6,5,11,9,5,14,34,42,22,12,2.4706,5,0.0749
partitioned_grafo11388.40,7,11,1,2,3,0,12,12,40,49,4,36,2.45,7,0.0628
partitioned_grafo11389.92,0,0,0,0,0,0,0,0,92,128,66,26,2.7826,8,0.0306
partitioned_grafo1139.15,0,0,0,0,0,0,0,0,15,14,9,6,1.8667,4,0.1333
partitioned_grafo11390.90,0,0,0,0,0,0,0,0,90,128,62,28,2.8444,7,0.032
partitioned_grafo11391.96,0,0,0,0,0,0,0,0,96,126,45,51,2.625,9,0.0276
partitioned_grafo11392.90,0,0,0,0,0,0,0,0,90,128,32,58,2.8444,9,0.032
partitioned_grafo11393.92,0,0,0,0,0,0,0,0,92,135,6,86,2.9348,8,0.0323
partitioned_grafo11394.90,0,0,0,0,0,0,0,0,90,122,10,80,2.7111,7,0.0305
partitioned_grafo11395.31,8,10,1,2,3,1,10,11,31,36,6,25,2.3226,8,0.0774
partitioned_grafo11396.34,6,6,1,1,2,3,9,12,34,35,12,22,2.0588,6,0.0624
partitioned_grafo11397.32,13,11,2,2,4,6,1,7,32,33,23,9,2.0625,5,0.0665
partitioned_grafo11398.37,18,18,3,3,6,3,11,14,37,43,6,31,2.3243,7,0.0646
partitioned_grafo11399.32,14,16,2,3,5,2,7,9,32,37,9,23,2.3125,8,0.0746
partitioned_grafo114.26,14,16,2,3,5,2,3,5,26,30,9,17,2.3077,6,0.0923
partitioned_grafo1140.15,11,13,2,2,4,0,6,6,15,22,4,11,2.9333,7,0.2095
partitioned_grafo11400.38,33,33,4,7,11,5,7,12,38,49,17,21,2.5789,7,0.0697
partitioned_grafo11401.33,12,12,2,2,4,2,7,9,33,40,9,24,2.4242,4,0.0758
partitioned_grafo11402.95,0,0,0,0,0,0,0,0,95,120,47,48,2.5263,7,0.0269
partitioned_grafo11403.44,15,69,2,12,14,2,12,14,44,60,10,34,2.7273,6,0.0634
partitioned_grafo11404.92,0,0,0,0,0,0,0,0,92,123,16,76,2.6739,6,0.0294
partitioned_grafo11405.92,0,0,0,0,0,0,0,0,92,128,13,79,2.7826,8,0.0306
partitioned_grafo11406.92,0,0,0,0,0,0,0,0,92,121,64,28,2.6304,8,0.0289
partitioned_grafo11407.92,0,0,0,0,0,0,0,0,92,122,87,5,2.6522,7,0.0291
partitioned_grafo11408.92,0,0,0,0,0,0,0,0,92,131,4,88,2.8478,9,0.0313
partitioned_grafo11409.34,24,24,4,4,8,4,5,9,34,35,15,19,2.0588,4,0.0624
partitioned_grafo1141.47,70,26,11,5,16,11,5,16,47,59,30,17,2.5106,6,0.0546
partitioned_grafo11410.37,19,23,3,4,7,1,11,12,37,45,7,30,2.4324,6,0.0676
partitioned_grafo11411.37,12,12,1,2,3,16,2,18,37,47,29,8,2.5405,8,0.0706
partitioned_grafo11412.32,10,8,2,1,3,8,1,9,32,36,20,12,2.25,5,0.0726
partitioned_grafo11413.96,0,0,0,0,0,0,0,0,96,122,67,29,2.5417,9,0.0268
partitioned_grafo11414.36,0,0,0,0,0,0,0,0,36,47,10,26,2.6111,5,0.0746
partitioned_grafo11415.35,15,15,2,3,5,3,3,6,35,43,16,19,2.4571,6,0.0723
partitioned_grafo11416.35,18,18,3,3,6,5,3,8,35,38,16,19,2.1714,5,0.0639
partitioned_grafo11417.37,0,0,0,0,0,0,0,0,37,49,12,25,2.6486,6,0.0736
partitioned_grafo11418.36,13,17,2,3,5,0,0,0,36,48,6,30,2.6667,6,0.0762
partitioned_grafo11419.92,0,0,0,0,0,0,0,0,92,125,4,88,2.7174,8,0.0299
partitioned_grafo1142.15,9,9,2,1,3,5,3,8,15,24,9,6,3.2,8,0.2286
partitioned_grafo11420.92,0,0,0,0,0,0,0,0,92,131,4,88,2.8478,9,0.0313
partitioned_grafo11421.31,8,10,1,2,3,1,10,11,31,37,6,25,2.3871,8,0.0796
partitioned_grafo11422.34,0,0,0,0,0,0,0,0,34,39,4,30,2.2941,8,0.0695
partitioned_grafo11423.35,18,18,3,3,6,3,12,15,35,42,6,29,2.4,7,0.0706
partitioned_grafo11424.95,0,0,0,0,0,0,0,0,95,129,31,64,2.7158,11,0.0289
partitioned_grafo11425.38,49,47,9,7,16,9,11,20,38,49,15,23,2.5789,7,0.0697
partitioned_grafo11426.33,19,17,3,3,6,5,3,8,33,38,21,12,2.303,4,0.072
partitioned_grafo11427.35,24,24,4,4,8,7,3,10,35,42,23,12,2.4,6,0.0706
partitioned_grafo11428.39,35,37,6,6,12,6,7,13,39,49,21,18,2.5128,7,0.0661
partitioned_grafo11429.37,18,12,3,2,5,3,5,8,37,48,15,22,2.5946,5,0.0721
partitioned_grafo1143.18,15,15,2,3,5,2,4,6,18,20,8,10,2.2222,4,0.1307
partitioned_grafo11430.91,0,0,0,0,0,0,0,0,91,121,5,86,2.6593,8,0.0295
partitioned_grafo11431.92,0,0,0,0,0,0,0,0,92,125,85,7,2.7174,7,0.0299
partitioned_grafo11432.92,0,0,0,0,0,0,0,0,92,126,18,74,2.7391,8,0.0301
partitioned_grafo11433.92,0,0,0,0,0,0,0,0,92,135,71,21,2.9348,8,0.0323
partitioned_grafo11434.33,29,31,6,4,10,6,1,7,33,43,16,17,2.6061,8,0.0814
partitioned_grafo11435.92,0,0,0,0,0,0,0,0,92,117,30,62,2.5435,8,0.028
partitioned_grafo11436.37,0,0,0,0,0,0,0,0,37,47,4,33,2.5405,9,0.0706
partitioned_grafo11437.36,11,13,2,2,4,0,10,10,36,47,8,28,2.6111,5,0.0746
partitioned_grafo11438.37,20,22,3,4,7,1,7,8,37,45,14,23,2.4324,5,0.0676
partitioned_grafo11439.92,0,0,0,0,0,0,0,0,92,130,8,84,2.8261,9,0.0311
partitioned_grafo1144.16,10,8,2,1,3,6,1,7,16,21,11,5,2.625,4,0.175
partitioned_grafo11440.90,0,0,0,0,0,0,0,0,90,129,12,78,2.8667,9,0.0322
partitioned_grafo11441.38,24,24,4,4,8,8,5,13,38,43,26,12,2.2632,6,0.0612
partitioned_grafo11442.33,0,0,0,0,0,0,0,0,33,37,5,28,2.2424,9,0.0701
partitioned_grafo11443.35,18,18,3,3,6,3,12,15,35,42,6,29,2.4,7,0.0706
partitioned_grafo11444.36,0,0,0,0,0,0,0,0,36,46,4,32,2.5556,7,0.073
partitioned_grafo11445.36,18,18,3,3,6,5,2,7,36,41,21,15,2.2778,7,0.0651
partitioned_grafo11446.96,0,0,0,0,0,0,0,0,96,130,33,63,2.7083,9,0.0285
partitioned_grafo11447.37,14,16,2,3,5,0,0,0,37,50,11,26,2.7027,6,0.0751
partitioned_grafo11448.91,0,0,0,0,0,0,0,0,91,127,11,80,2.7912,7,0.031
partitioned_grafo11449.36,22,20,4,3,7,14,1,15,36,43,29,7,2.3889,7,0.0683
partitioned_grafo1145.18,7,11,1,1,2,1,2,3,18,24,3,15,2.6667,8,0.1569
partitioned_grafo11450.37,33,33,5,6,11,12,7,19,37,46,21,16,2.4865,7,0.0691
partitioned_grafo11451.32,17,19,3,3,6,3,5,8,32,35,15,17,2.1875,4,0.0706
partitioned_grafo11452.38,12,12,2,2,4,6,1,7,38,50,31,7,2.6316,5,0.0711
partitioned_grafo11453.91,0,0,0,0,0,0,0,0,91,128,7,84,2.8132,6,0.0313
partitioned_grafo11454.31,8,10,1,2,3,1,10,11,31,36,6,25,2.3226,8,0.0774
partitioned_grafo11455.35,18,18,3,3,6,2,7,9,35,35,15,20,2,6,0.0588
partitioned_grafo11456.32,17,13,3,2,5,6,2,8,32,33,20,12,2.0625,5,0.0665
partitioned_grafo11457.92,0,0,0,0,0,0,0,0,92,130,5,87,2.8261,7,0.0311
partitioned_grafo11458.100,0,0,0,0,0,0,0,0,100,142,33,67,2.84,9,0.0287
partitioned_grafo11459.37,14,16,2,3,5,3,11,14,37,45,6,31,2.4324,7,0.0676
partitioned_grafo1146.18,9,9,2,1,3,1,8,9,18,29,4,14,3.2222,8,0.1895
partitioned_grafo11460.37,6,12,1,2,3,0,0,0,37,53,5,32,2.8649,8,0.0796
partitioned_grafo11461.35,18,18,3,3,6,3,12,15,35,42,6,29,2.4,7,0.0706
partitioned_grafo11462.39,0,0,0,0,0,0,0,0,39,50,5,34,2.5641,7,0.0675
partitioned_grafo11463.33,0,0,0,0,0,0,0,0,33,39,28,5,2.3636,4,0.0739
partitioned_grafo11464.35,11,7,2,1,3,7,2,9,35,47,26,9,2.6857,5,0.079
partitioned_grafo11465.34,10,8,2,1,3,7,1,8,34,40,22,12,2.3529,7,0.0713
partitioned_grafo11466.39,0,0,0,0,0,0,0,0,39,47,15,24,2.4103,7,0.0634
partitioned_grafo11467.37,12,12,2,2,4,0,0,0,37,48,13,24,2.5946,5,0.0721
partitioned_grafo11468.36,6,6,1,1,2,0,0,0,36,47,31,5,2.6111,6,0.0746
partitioned_grafo11469.96,0,0,0,0,0,0,0,0,96,136,88,8,2.8333,7,0.0298
partitioned_grafo1147.18,0,0,0,0,0,0,0,0,18,19,5,13,2.1111,4,0.1242
partitioned_grafo11470.91,0,0,0,0,0,0,0,0,91,131,34,57,2.8791,8,0.032
partitioned_grafo11471.91,0,0,0,0,0,0,0,0,91,130,11,80,2.8571,9,0.0317
partitioned_grafo11472.91,0,0,0,0,0,0,0,0,91,135,76,15,2.967,8,0.033
partitioned_grafo11473.37,18,18,3,3,6,7,0,7,37,42,22,15,2.2703,6,0.0631
partitioned_grafo11474.41,16,20,3,3,6,3,8,11,41,46,9,32,2.2439,5,0.0561
partitioned_grafo11475.35,11,1,2,0,2,9,0,9,35,46,24,11,2.6286,9,0.0773
partitioned_grafo11476.32,28,26,5,4,9,5,4,9,32,38,17,15,2.375,4,0.0766
partitioned_grafo11477.36,22,20,3,4,7,2,4,6,36,48,8,28,2.6667,5,0.0762
partitioned_grafo11478.39,1,5,0,1,1,0,0,0,39,55,4,35,2.8205,6,0.0742
partitioned_grafo11479.37,13,17,2,3,5,2,8,10,37,44,6,31,2.3784,7,0.0661
partitioned_grafo1148.17,10,14,2,2,4,2,6,8,17,22,6,11,2.5882,7,0.1618
partitioned_grafo11480.93,0,0,0,0,0,0,0,0,93,125,8,85,2.6882,6,0.0292
partitioned_grafo11481.32,15,15,2,3,5,2,9,11,32,38,8,24,2.375,8,0.0766
partitioned_grafo11482.39,13,23,2,4,6,2,4,6,39,48,20,19,2.4615,6,0.0648
partitioned_grafo11483.33,27,27,4,5,9,3,5,8,33,42,17,16,2.5455,7,0.0795
partitioned_grafo11484.33,30,30,5,5,10,5,6,11,33,37,19,14,2.2424,5,0.0701
partitioned_grafo11485.39,12,54,1,10,11,1,10,11,39,52,17,22,2.6667,8,0.0702
partitioned_grafo11486.37,0,0,0,0,0,0,0,0,37,49,15,22,2.6486,5,0.0736
partitioned_grafo11487.91,0,0,0,0,0,0,0,0,91,122,4,87,2.6813,8,0.0298
partitioned_grafo11488.91,0,0,0,0,0,0,0,0,91,127,28,63,2.7912,8,0.031
partitioned_grafo11489.31,14,16,2,3,5,2,10,12,31,37,7,24,2.3871,8,0.0796
partitioned_grafo1149.29,14,16,2,3,5,1,4,5,29,31,11,18,2.1379,5,0.0764
partitioned_grafo11490.35,9,9,1,2,3,1,9,10,35,44,7,28,2.5143,8,0.0739
partitioned_grafo11491.96,0,0,0,0,0,0,0,0,96,125,8,88,2.6042,8,0.0274
partitioned_grafo11492.35,14,16,2,3,5,3,11,14,35,48,11,24,2.7429,6,0.0807
partitioned_grafo11493.37,17,13,2,3,5,0,0,0,37,52,9,28,2.8108,5,0.0781
partitioned_grafo11494.34,9,9,1,2,3,0,15,15,34,42,7,27,2.4706,7,0.0749
partitioned_grafo11495.39,30,36,6,5,11,6,5,11,39,52,12,27,2.6667,7,0.0702
partitioned_grafo11496.38,13,17,2,3,5,0,0,0,38,47,12,26,2.4737,6,0.0669
partitioned_grafo11497.36,17,19,3,3,6,0,0,0,36,54,7,29,3,8,0.0857
partitioned_grafo11498.40,0,0,0,0,0,0,0,0,40,52,3,37,2.6,8,0.0667
partitioned_grafo11499.35,18,18,3,3,6,5,3,8,35,39,20,15,2.2286,5,0.0655
partitioned_grafo115.30,12,12,2,2,4,1,5,6,30,31,9,21,2.0667,5,0.0713
partitioned_grafo1150.16,18,18,3,3,6,4,2,6,16,21,9,7,2.625,5,0.175
partitioned_grafo11500.36,19,23,3,4,7,3,11,14,36,44,7,29,2.4444,7,0.0698
partitioned_grafo11501.35,36,36,6,6,12,6,6,12,35,40,17,18,2.2857,5,0.0672
partitioned_grafo11502.100,0,0,0,0,0,0,0,0,100,126,10,90,2.52,8,0.0255
partitioned_grafo11503.39,35,37,6,6,12,6,11,17,39,47,13,26,2.4103,6,0.0634
partitioned_grafo11504.39,13,11,2,2,4,0,0,0,39,51,18,21,2.6154,6,0.0688
partitioned_grafo11505.91,0,0,0,0,0,0,0,0,91,131,51,40,2.8791,9,0.032
partitioned_grafo11506.91,0,0,0,0,0,0,0,0,91,124,9,82,2.7253,8,0.0303
partitioned_grafo11507.91,0,0,0,0,0,0,0,0,91,122,12,79,2.6813,9,0.0298
partitioned_grafo11508.91,0,0,0,0,0,0,0,0,91,124,6,85,2.7253,5,0.0303
partitioned_grafo11509.31,8,10,1,2,3,1,10,11,31,36,6,25,2.3226,8,0.0774
partitioned_grafo1151.11,14,16,2,2,4,1,7,8,11,17,4,7,3.0909,8,0.3091
partitioned_grafo11510.34,13,17,2,3,5,2,9,11,34,34,12,22,2,6,0.0606
partitioned_grafo11511.35,6,6,1,1,2,1,7,8,35,36,11,24,2.0571,6,0.0605
partitioned_grafo11512.38,6,42,1,7,8,1,11,12,38,46,10,28,2.4211,7,0.0654
partitioned_grafo11514.33,26,22,4,4,8,7,0,7,33,40,24,9,2.4242,7,0.0758
partitioned_grafo11515.37,14,16,2,3,5,0,12,12,37,46,8,29,2.4865,8,0.0691
partitioned_grafo11516.33,29,31,5,5,10,5,5,10,33,43,16,17,2.6061,7,0.0814
partitioned_grafo11517.34,31,35,5,6,11,5,7,12,34,45,18,16,2.6471,8,0.0802
partitioned_grafo11518.39,21,21,4,3,7,2,2,4,39,51,25,14,2.6154,8,0.0688
partitioned_grafo11519.39,0,0,0,0,0,0,0,0,39,51,14,25,2.6154,7,0.0688
partitioned_grafo1152.18,10,14,2,2,4,1,5,6,18,24,4,14,2.6667,7,0.1569
partitioned_grafo11520.91,0,0,0,0,0,0,0,0,91,129,5,86,2.8352,6,0.0315
partitioned_grafo11521.91,0,0,0,0,0,0,0,0,91,111,27,64,2.4396,5,0.0271
partitioned_grafo11522.31,27,27,4,5,9,4,5,9,31,36,17,14,2.3226,4,0.0774
partitioned_grafo11523.35,10,8,2,1,3,0,0,0,35,46,27,8,2.6286,5,0.0773
partitioned_grafo11524.100,0,0,0,0,0,0,0,0,100,127,93,7,2.54,10,0.0257
partitioned_grafo11525.36,21,21,3,4,7,4,8,12,36,45,15,21,2.5,7,0.0714
partitioned_grafo11526.91,0,0,0,0,0,0,0,0,91,118,70,21,2.5934,8,0.0288
partitioned_grafo11527.33,8,10,1,2,3,0,9,9,33,40,6,27,2.4242,8,0.0758
partitioned_grafo11528.35,18,18,3,3,6,3,12,15,35,42,6,29,2.4,7,0.0706
partitioned_grafo11529.36,0,0,0,0,0,0,0,0,36,52,6,30,2.8889,8,0.0825
partitioned_grafo1153.21,6,6,1,1,2,1,4,5,21,23,6,15,2.1905,3,0.1095
partitioned_grafo11530.34,0,0,0,0,0,0,0,0,34,49,21,13,2.8824,8,0.0873
partitioned_grafo11531.34,36,36,6,6,12,6,5,11,34,38,16,18,2.2353,5,0.0677
partitioned_grafo11532.39,51,45,9,7,16,9,7,16,39,51,24,15,2.6154,5,0.0688
partitioned_grafo11533.36,2,4,0,1,1,0,7,7,36,48,9,27,2.6667,5,0.0762
partitioned_grafo11534.91,0,0,0,0,0,0,0,0,91,124,5,86,2.7253,6,0.0303
partitioned_grafo11535.97,0,0,0,0,0,0,0,0,97,127,8,89,2.6186,8,0.0273
partitioned_grafo11536.91,0,0,0,0,0,0,0,0,91,132,82,9,2.9011,9,0.0322
partitioned_grafo11537.91,0,0,0,0,0,0,0,0,91,130,31,60,2.8571,8,0.0317
partitioned_grafo11538.33,6,6,1,1,2,0,7,7,33,38,6,27,2.303,8,0.072
partitioned_grafo11539.36,25,23,4,4,8,9,4,13,36,42,27,9,2.3333,7,0.0667
partitioned_grafo1154.22,5,7,1,1,2,0,6,6,22,28,4,18,2.5455,6,0.1212
partitioned_grafo11540.37,12,24,1,5,6,1,20,21,37,48,6,31,2.5946,7,0.0721
partitioned_grafo11541.37,12,12,2,2,4,2,7,9,37,47,6,31,2.5405,5,0.0706
partitioned_grafo11542.34,32,34,4,6,10,6,4,10,34,45,21,13,2.6471,7,0.0802
partitioned_grafo11543.34,31,35,5,6,11,5,7,12,34,41,18,16,2.4118,5,0.0731
partitioned_grafo11544.34,13,17,2,3,5,2,9,11,34,34,12,22,2,6,0.0606
partitioned_grafo11545.39,15,15,2,3,5,1,16,17,39,47,9,30,2.4103,7,0.0634
partitioned_grafo11546.97,0,0,0,0,0,0,0,0,97,140,25,72,2.8866,9,0.0301
partitioned_grafo11547.31,27,27,4,5,9,4,5,9,31,36,17,14,2.3226,4,0.0774
partitioned_grafo11548.35,10,8,2,1,3,0,0,0,35,46,27,8,2.6286,5,0.0773
partitioned_grafo11549.35,7,11,1,2,3,1,7,8,35,46,7,28,2.6286,8,0.0773
partitioned_grafo1155.11,8,4,1,1,2,2,1,3,11,12,8,3,2.1818,3,0.2182
partitioned_grafo11550.35,25,23,4,4,8,5,2,7,35,44,20,15,2.5143,6,0.0739
partitioned_grafo11551.33,36,36,6,6,12,6,6,12,33,38,19,14,2.303,5,0.072
partitioned_grafo11552.39,7,11,1,2,3,2,9,11,39,47,13,26,2.4103,7,0.0634
partitioned_grafo11553.37,18,18,3,3,6,0,0,0,37,49,13,24,2.6486,5,0.0736
partitioned_grafo11554.36,0,0,0,0,0,0,0,0,36,50,14,22,2.7778,5,0.0794
partitioned_grafo11555.39,35,37,6,6,12,5,8,13,39,52,20,19,2.6667,8,0.0702
partitioned_grafo11556.36,18,18,3,3,6,9,3,12,36,42,26,10,2.3333,7,0.0667
partitioned_grafo11557.95,0,0,0,0,0,0,0,0,95,133,75,20,2.8,8,0.0298
partitioned_grafo11558.37,0,0,0,0,0,0,0,0,37,43,32,5,2.3243,7,0.0646
partitioned_grafo11559.31,6,6,1,1,2,1,5,6,31,35,8,23,2.2581,4,0.0753
partitioned_grafo1156.14,0,0,0,0,0,0,0,0,14,16,10,4,2.2857,4,0.1758
partitioned_grafo11560.35,12,12,2,2,4,5,2,7,35,47,29,6,2.6857,5,0.079
partitioned_grafo11561.35,8,10,1,2,3,0,7,7,35,39,6,29,2.2286,6,0.0655
partitioned_grafo11562.36,25,29,4,5,9,0,0,0,36,53,13,23,2.9444,8,0.0841
partitioned_grafo11563.39,25,23,4,4,8,0,0,0,39,50,16,23,2.5641,5,0.0675
partitioned_grafo11564.37,26,16,4,3,7,4,3,7,37,47,20,17,2.5405,6,0.0706
partitioned_grafo11565.39,12,12,2,2,4,2,9,11,39,45,9,30,2.3077,8,0.0607
partitioned_grafo11566.37,0,0,0,0,0,0,0,0,37,53,33,4,2.8649,8,0.0796
partitioned_grafo11567.35,25,23,5,3,8,3,4,7,35,43,14,21,2.4571,7,0.0723
partitioned_grafo11568.95,0,0,0,0,0,0,0,0,95,123,5,90,2.5895,9,0.0275
partitioned_grafo11569.93,0,0,0,0,0,0,0,0,93,136,49,44,2.9247,8,0.0318
partitioned_grafo1157.38,0,0,0,0,0,0,0,0,38,48,3,35,2.5263,8,0.0683
partitioned_grafo11570.34,31,35,5,6,11,4,6,10,34,37,15,19,2.1765,5,0.066
partitioned_grafo11571.38,12,12,2,2,4,4,5,9,38,45,13,25,2.3684,5,0.064
partitioned_grafo11572.34,0,0,0,0,0,0,0,0,34,47,4,30,2.7647,8,0.0838
partitioned_grafo11573.35,19,23,3,4,7,0,0,0,35,43,6,29,2.4571,7,0.0723
partitioned_grafo11574.33,22,20,3,4,7,7,4,11,33,44,24,9,2.6667,8,0.0833
partitioned_grafo11575.38,5,7,1,1,2,0,5,5,38,46,5,33,2.4211,5,0.0654
partitioned_grafo11576.34,24,24,4,4,8,4,6,10,34,37,13,21,2.1765,5,0.066
partitioned_grafo11577.39,14,16,2,3,5,2,8,10,39,49,7,32,2.5128,6,0.0661
partitioned_grafo11578.37,25,23,4,4,8,0,0,0,37,49,16,21,2.6486,6,0.0736
partitioned_grafo11579.36,26,28,4,4,8,4,6,10,36,46,7,29,2.5556,5,0.073
partitioned_grafo1158.24,5,7,1,1,2,0,4,4,24,34,3,21,2.8333,7,0.1232
partitioned_grafo11580.93,0,0,0,0,0,0,0,0,93,126,31,62,2.7097,5,0.0295
partitioned_grafo11581.31,8,10,1,2,3,1,10,11,31,36,6,25,2.3226,8,0.0774
partitioned_grafo11582.34,12,12,2,2,4,1,7,8,34,34,16,18,2,5,0.0606
partitioned_grafo11583.37,0,0,0,0,0,0,0,0,37,46,7,30,2.4865,7,0.0691
partitioned_grafo11584.34,28,32,5,5,10,5,9,14,34,45,11,23,2.6471,6,0.0802
