graph_name,red_endpoints_l2_05,blue_endpoints_l2_05,red_staircases_l2_05,blue_staircases_l2_05,total_staircases_l2_05,red_staircases_l2_0,blue_staircases_l2_0,total_staircases_l2_0,number_of_nodes,number_of_edges,total_red_nodes,total_blue_nodes,avg_degree,max_degree,density
partitioned_grafo6984.39,17,97,3,16,19,3,15,18,39,52,10,29,2.6667,5,0.0702
partitioned_grafo6985.41,12,12,2,2,4,1,10,11,41,49,9,32,2.3902,6,0.0598
partitioned_grafo6986.46,31,65,5,11,16,8,11,19,46,63,18,28,2.7391,8,0.0609
partitioned_grafo6987.39,17,19,3,3,6,3,9,12,39,46,15,24,2.359,6,0.0621
partitioned_grafo6988.47,0,102,0,17,17,0,17,17,47,62,7,40,2.6383,6,0.0574
partitioned_grafo6989.42,70,2,12,0,12,0,0,0,42,56,33,9,2.6667,6,0.065
partitioned_grafo699.14,6,6,1,1,2,1,1,2,14,13,7,7,1.8571,3,0.1429
partitioned_grafo6990.46,65,13,11,2,13,10,2,12,46,56,38,8,2.4348,7,0.0541
partitioned_grafo6991.44,1,95,0,16,16,0,16,16,44,59,3,41,2.6818,6,0.0624
partitioned_grafo6992.45,0,66,0,11,11,0,11,11,45,60,6,39,2.6667,4,0.0606
partitioned_grafo6993.40,49,5,8,1,9,8,1,9,40,53,28,12,2.65,7,0.0679
partitioned_grafo6994.46,26,94,5,15,20,5,15,20,46,64,15,31,2.7826,6,0.0618
partitioned_grafo6995.75,0,114,0,19,19,0,19,19,75,94,6,69,2.5067,7,0.0339
partitioned_grafo6996.38,13,17,2,2,4,1,13,14,38,51,5,33,2.6842,6,0.0725
partitioned_grafo6997.69,125,7,21,1,22,21,1,22,69,88,64,5,2.5507,6,0.0375
partitioned_grafo6998.44,24,54,4,9,13,4,9,13,44,59,15,29,2.6818,8,0.0624
partitioned_grafo6999.94,0,0,0,0,0,0,0,0,94,121,8,86,2.5745,8,0.0277
partitioned_grafo700.14,12,12,2,2,4,2,2,4,14,13,8,6,1.8571,4,0.1429
partitioned_grafo7000.40,8,16,1,3,4,1,9,10,40,50,5,35,2.5,7,0.0641
partitioned_grafo7001.40,0,0,0,0,0,0,0,0,40,51,18,22,2.55,6,0.0654
partitioned_grafo7002.38,24,24,4,4,8,4,4,8,38,48,19,19,2.5263,4,0.0683
partitioned_grafo7003.56,3,93,0,16,16,0,16,16,56,73,5,51,2.6071,8,0.0474
partitioned_grafo7004.43,2,28,0,5,5,0,9,9,43,49,8,35,2.2791,5,0.0543
partitioned_grafo7005.42,0,0,0,0,0,0,0,0,42,57,4,38,2.7143,8,0.0662
partitioned_grafo7006.43,0,0,0,0,0,0,0,0,43,56,5,38,2.6047,6,0.062
partitioned_grafo7007.41,46,32,7,6,13,7,6,13,41,55,27,14,2.6829,7,0.0671
partitioned_grafo7008.37,0,0,0,0,0,0,0,0,37,50,27,10,2.7027,8,0.0751
partitioned_grafo7009.37,10,26,1,5,6,2,4,6,37,47,21,16,2.5405,6,0.0706
partitioned_grafo701.14,15,15,3,2,5,4,3,7,14,20,5,9,2.8571,6,0.2198
partitioned_grafo7010.49,20,76,3,13,16,3,13,16,49,67,16,33,2.7347,7,0.057
partitioned_grafo7011.64,19,65,3,11,14,3,11,14,64,80,14,50,2.5,5,0.0397
partitioned_grafo7012.42,69,21,12,3,15,12,3,15,42,59,29,13,2.8095,8,0.0685
partitioned_grafo7013.44,14,58,2,10,12,2,10,12,44,54,8,36,2.4545,5,0.0571
partitioned_grafo7014.47,0,0,0,0,0,0,0,0,47,63,4,43,2.6809,6,0.0583
partitioned_grafo7015.45,0,0,0,0,0,0,0,0,45,53,7,38,2.3556,7,0.0535
partitioned_grafo7016.58,65,7,11,1,12,11,1,12,58,74,48,10,2.5517,6,0.0448
partitioned_grafo7017.45,13,53,2,9,11,0,0,0,45,66,13,32,2.9333,8,0.0667
partitioned_grafo7018.45,0,0,0,0,0,0,0,0,45,67,29,16,2.9778,9,0.0677
partitioned_grafo7019.62,0,0,0,0,0,0,0,0,62,90,36,26,2.9032,8,0.0476
partitioned_grafo702.12,12,12,2,2,4,2,2,4,12,14,6,6,2.3333,4,0.2121
partitioned_grafo7020.43,11,73,2,12,14,2,12,14,43,61,9,34,2.8372,9,0.0676
partitioned_grafo7021.71,66,30,11,5,16,11,5,16,71,89,54,17,2.507,5,0.0358
partitioned_grafo7022.58,0,0,0,0,0,0,0,0,58,80,4,54,2.7586,7,0.0484
partitioned_grafo7023.45,0,0,0,0,0,0,0,0,45,56,17,28,2.4889,8,0.0566
partitioned_grafo7024.45,6,24,1,4,5,1,4,5,45,50,11,34,2.2222,5,0.0505
partitioned_grafo7025.47,0,0,0,0,0,0,0,0,47,64,19,28,2.7234,8,0.0592
partitioned_grafo7026.42,7,77,1,13,14,1,7,8,42,55,9,33,2.619,7,0.0639
partitioned_grafo7027.76,40,50,7,8,15,7,8,15,76,100,33,43,2.6316,9,0.0351
partitioned_grafo7028.37,12,12,2,2,4,8,2,10,37,48,27,10,2.5946,6,0.0721
partitioned_grafo7029.39,12,0,2,0,2,6,0,6,39,51,33,6,2.6154,6,0.0688
partitioned_grafo703.19,6,6,1,1,2,1,7,8,19,31,3,16,3.2632,8,0.1813
partitioned_grafo7030.46,11,49,2,8,10,2,8,10,46,61,19,27,2.6522,7,0.0589
partitioned_grafo7031.43,11,61,2,10,12,3,14,17,43,63,11,32,2.9302,10,0.0698
partitioned_grafo7032.41,21,45,3,8,11,4,8,12,41,53,20,21,2.5854,6,0.0646
partitioned_grafo7033.41,8,10,1,2,3,1,6,7,41,48,7,34,2.3415,5,0.0585
partitioned_grafo7034.39,24,24,4,4,8,4,6,10,39,48,14,25,2.4615,5,0.0648
partitioned_grafo7035.37,26,40,4,7,11,4,7,11,37,55,13,24,2.973,7,0.0826
partitioned_grafo7036.55,1,77,0,13,13,0,13,13,55,72,8,47,2.6182,8,0.0485
partitioned_grafo7037.45,0,0,0,0,0,0,0,0,45,63,23,22,2.8,9,0.0636
partitioned_grafo7038.84,0,0,0,0,0,0,0,0,84,113,41,43,2.6905,8,0.0324
partitioned_grafo7039.45,0,0,0,0,0,0,0,0,45,63,8,37,2.8,8,0.0636
partitioned_grafo704.17,11,13,2,2,4,2,5,7,17,19,5,12,2.2353,4,0.1397
partitioned_grafo7040.43,5,61,1,10,11,1,10,11,43,52,10,33,2.4186,7,0.0576
partitioned_grafo7041.44,25,23,4,4,8,4,4,8,44,52,28,16,2.3636,6,0.055
partitioned_grafo7042.57,0,0,0,0,0,0,0,0,57,79,6,51,2.7719,6,0.0495
partitioned_grafo7043.96,0,0,0,0,0,0,0,0,96,126,6,90,2.625,6,0.0276
partitioned_grafo7044.41,20,88,4,14,18,4,14,18,41,59,11,30,2.878,7,0.072
partitioned_grafo7045.45,114,0,19,0,19,19,0,19,45,66,41,4,2.9333,11,0.0667
partitioned_grafo7046.48,11,19,2,3,5,2,3,5,48,54,26,22,2.25,4,0.0479
partitioned_grafo7047.43,36,24,6,4,10,6,4,10,43,55,24,19,2.5581,6,0.0609
partitioned_grafo7048.57,11,109,2,18,20,2,18,20,57,74,8,49,2.5965,8,0.0464
partitioned_grafo7049.42,17,67,4,10,14,4,10,14,42,54,10,32,2.5714,6,0.0627
partitioned_grafo705.16,12,12,2,2,4,1,6,7,16,23,4,12,2.875,5,0.1917
partitioned_grafo7050.40,24,0,4,0,4,9,0,9,40,51,35,5,2.55,7,0.0654
partitioned_grafo7051.42,5,55,1,9,10,1,10,11,42,53,5,37,2.5238,6,0.0616
partitioned_grafo7052.59,0,102,0,17,17,0,17,17,59,73,5,54,2.4746,6,0.0427
partitioned_grafo7053.55,83,7,14,1,15,14,1,15,55,73,47,8,2.6545,7,0.0492
partitioned_grafo7054.55,0,0,0,0,0,0,0,0,55,79,27,28,2.8727,8,0.0532
partitioned_grafo7055.55,0,0,0,0,0,0,0,0,55,79,27,28,2.8727,8,0.0532
partitioned_grafo7056.41,5,55,1,9,10,1,9,10,41,51,6,35,2.4878,6,0.0622
partitioned_grafo7057.50,0,0,0,0,0,0,0,0,50,74,20,30,2.96,8,0.0604
partitioned_grafo7058.76,0,0,0,0,0,0,0,0,76,96,4,72,2.5263,6,0.0337
partitioned_grafo7059.46,2,46,0,8,8,0,8,8,46,53,15,31,2.3043,5,0.0512
partitioned_grafo706.18,12,12,2,2,4,1,8,9,18,25,4,14,2.7778,9,0.1634
partitioned_grafo7060.42,0,0,0,0,0,0,0,0,42,63,28,14,3,9,0.0732
partitioned_grafo7061.53,0,0,0,0,0,0,0,0,53,74,15,38,2.7925,7,0.0537
partitioned_grafo7062.53,0,0,0,0,0,0,0,0,53,74,15,38,2.7925,7,0.0537
partitioned_grafo7063.44,5,67,1,11,12,1,11,12,44,52,6,38,2.3636,6,0.055
partitioned_grafo7064.44,0,0,0,0,0,0,0,0,44,59,24,20,2.6818,6,0.0624
partitioned_grafo7065.37,35,37,6,6,12,6,6,12,37,46,20,17,2.4865,8,0.0691
partitioned_grafo7066.53,47,73,8,12,20,8,12,20,53,77,20,33,2.9057,7,0.0559
partitioned_grafo7067.44,58,8,10,1,11,10,1,11,44,55,32,12,2.5,6,0.0581
partitioned_grafo7068.49,0,0,0,0,0,0,0,0,49,69,33,16,2.8163,8,0.0587
partitioned_grafo7069.83,0,0,0,0,0,0,0,0,83,106,27,56,2.5542,6,0.0311
partitioned_grafo707.15,7,11,1,2,3,1,4,5,15,16,5,10,2.1333,4,0.1524
partitioned_grafo7070.59,0,0,0,0,0,0,0,0,59,82,47,12,2.7797,6,0.0479
partitioned_grafo7071.39,14,64,3,10,13,3,14,17,39,56,6,33,2.8718,8,0.0756
partitioned_grafo7072.43,0,0,0,0,0,0,0,0,43,53,38,5,2.4651,5,0.0587
partitioned_grafo7073.43,66,0,11,0,11,11,0,11,43,51,37,6,2.3721,5,0.0565
partitioned_grafo7074.41,47,13,8,2,10,8,3,11,41,50,29,12,2.439,8,0.061
partitioned_grafo7075.45,66,30,11,5,16,11,5,16,45,63,26,19,2.8,7,0.0636
partitioned_grafo7076.44,7,11,1,2,3,1,2,3,44,54,17,27,2.4545,7,0.0571
partitioned_grafo7077.53,3,93,0,16,16,0,0,0,53,73,8,45,2.7547,7,0.053
partitioned_grafo7078.38,6,6,1,1,2,1,9,10,38,47,4,34,2.4737,6,0.0669
partitioned_grafo7079.41,36,30,6,5,11,6,5,11,41,58,18,23,2.8293,5,0.0707
partitioned_grafo708.22,0,0,0,0,0,0,0,0,22,30,11,11,2.7273,6,0.1299
partitioned_grafo7080.41,0,54,0,9,9,0,0,0,41,62,4,37,3.0244,8,0.0756
partitioned_grafo7081.38,0,0,0,0,0,0,0,0,38,59,25,13,3.1053,8,0.0839
partitioned_grafo7082.53,24,66,4,11,15,4,11,15,53,65,23,30,2.4528,6,0.0472
partitioned_grafo7083.91,0,0,0,0,0,0,0,0,91,112,17,74,2.4615,8,0.0274
partitioned_grafo7084.47,0,0,0,0,0,0,0,0,47,65,19,28,2.766,7,0.0601
partitioned_grafo7085.39,0,0,0,0,0,0,0,0,39,57,20,19,2.9231,8,0.0769
partitioned_grafo7086.47,0,6,0,1,1,0,0,0,47,58,5,42,2.4681,7,0.0537
partitioned_grafo7087.37,8,46,1,8,9,1,8,9,37,44,6,31,2.3784,6,0.0661
partitioned_grafo7088.43,0,0,0,0,0,0,0,0,43,57,4,39,2.6512,4,0.0631
partitioned_grafo7089.59,0,0,0,0,0,0,0,0,59,82,20,39,2.7797,8,0.0479
partitioned_grafo709.17,11,13,2,2,4,0,6,6,17,21,5,12,2.4706,5,0.1544
partitioned_grafo7090.54,0,0,0,0,0,0,0,0,54,72,39,15,2.6667,5,0.0503
partitioned_grafo7091.44,0,66,0,11,11,0,11,11,44,56,7,37,2.5455,5,0.0592
partitioned_grafo7092.37,13,11,2,2,4,9,1,10,37,47,31,6,2.5405,6,0.0706
partitioned_grafo7093.36,37,35,7,5,12,7,5,12,36,49,19,17,2.7222,6,0.0778
partitioned_grafo7094.44,8,88,1,15,16,1,15,16,44,61,7,37,2.7727,9,0.0645
partitioned_grafo7095.53,0,0,0,0,0,0,0,0,53,68,12,41,2.566,6,0.0493
partitioned_grafo7096.45,0,0,0,0,0,0,0,0,45,61,36,9,2.7111,5,0.0616
partitioned_grafo7097.42,60,6,10,1,11,10,1,11,42,56,28,14,2.6667,7,0.065
partitioned_grafo7098.41,0,0,0,0,0,0,0,0,41,59,3,38,2.878,8,0.072
partitioned_grafo7099.45,6,66,1,11,12,1,11,12,45,56,7,38,2.4889,5,0.0566
partitioned_grafo710.15,12,12,2,2,4,1,7,8,15,21,5,10,2.8,5,0.2
partitioned_grafo7100.86,0,0,0,0,0,0,0,0,86,120,5,81,2.7907,11,0.0328
partitioned_grafo7101.86,0,0,0,0,0,0,0,0,86,120,5,81,2.7907,11,0.0328
partitioned_grafo7102.49,14,76,2,13,15,2,13,15,49,65,13,36,2.6531,7,0.0553
partitioned_grafo7103.39,0,48,0,8,8,0,8,8,39,53,6,33,2.7179,8,0.0715
partitioned_grafo7104.41,0,0,0,0,0,0,0,0,41,56,3,38,2.7317,8,0.0683
partitioned_grafo7105.48,41,1,7,0,7,7,0,7,48,58,31,17,2.4167,5,0.0514
partitioned_grafo7106.44,59,25,10,4,14,10,4,14,44,61,33,11,2.7727,5,0.0645
partitioned_grafo7107.42,0,0,0,0,0,0,0,0,42,54,23,19,2.5714,5,0.0627
partitioned_grafo7108.86,0,0,0,0,0,0,0,0,86,106,39,47,2.4651,6,0.029
partitioned_grafo7109.87,0,0,0,0,0,0,0,0,87,112,70,17,2.5747,7,0.0299
partitioned_grafo711.13,14,16,1,3,4,1,5,6,13,15,6,7,2.3077,7,0.1923
partitioned_grafo7110.40,0,0,0,0,0,0,0,0,40,52,10,30,2.6,6,0.0667
partitioned_grafo7111.40,19,47,3,8,11,3,8,11,40,51,15,25,2.55,6,0.0654
partitioned_grafo7112.47,0,0,0,0,0,0,0,0,47,61,14,33,2.5957,5,0.0564
partitioned_grafo7113.57,100,8,17,1,18,17,1,18,57,81,47,10,2.8421,7,0.0508
partitioned_grafo7114.40,13,35,2,6,8,2,6,8,40,49,15,25,2.45,7,0.0628
partitioned_grafo7115.52,34,44,6,7,13,6,7,13,52,64,21,31,2.4615,6,0.0483
partitioned_grafo7116.43,0,48,0,8,8,0,8,8,43,53,11,32,2.4651,9,0.0587
partitioned_grafo7117.42,6,60,1,10,11,1,10,11,42,55,6,36,2.619,5,0.0639
partitioned_grafo7118.45,0,0,0,0,0,0,0,0,45,65,26,19,2.8889,7,0.0657
partitioned_grafo7119.42,13,17,2,3,5,0,4,4,42,46,13,29,2.1905,4,0.0534
partitioned_grafo712.21,6,6,1,1,2,1,5,6,21,27,6,15,2.5714,6,0.1286
partitioned_grafo7120.84,0,0,0,0,0,0,0,0,84,111,5,79,2.6429,7,0.0318
partitioned_grafo7121.40,0,0,0,0,0,0,0,0,40,50,4,36,2.5,8,0.0641
partitioned_grafo7122.54,96,24,16,4,20,16,4,20,54,76,38,16,2.8148,8,0.0531
partitioned_grafo7123.45,38,34,6,6,12,6,6,12,45,63,23,22,2.8,6,0.0636
partitioned_grafo7124.41,0,0,0,0,0,0,0,0,41,59,18,23,2.878,6,0.072
partitioned_grafo7125.42,0,0,0,0,0,0,0,0,42,52,13,29,2.4762,5,0.0604
partitioned_grafo7126.88,0,0,0,0,0,0,0,0,88,118,78,10,2.6818,11,0.0308
partitioned_grafo7127.54,13,83,2,14,16,2,14,16,54,78,7,47,2.8889,7,0.0545
partitioned_grafo7128.48,60,0,10,0,10,10,0,10,48,60,39,9,2.5,6,0.0532
partitioned_grafo7129.41,18,42,3,7,10,3,7,10,41,55,7,34,2.6829,8,0.0671
partitioned_grafo713.12,0,0,0,0,0,0,0,0,12,13,9,3,2.1667,4,0.197
partitioned_grafo7130.90,0,0,0,0,0,0,0,0,90,125,17,73,2.7778,8,0.0312
partitioned_grafo7131.43,5,103,1,17,18,1,17,18,43,56,4,39,2.6047,7,0.062
partitioned_grafo7132.87,0,0,0,0,0,0,0,0,87,112,6,81,2.5747,8,0.0299
partitioned_grafo7133.35,28,32,5,5,10,6,5,11,35,38,14,21,2.1714,7,0.0639
partitioned_grafo7134.39,0,0,0,0,0,0,0,0,39,50,8,31,2.5641,6,0.0675
partitioned_grafo7135.48,72,48,12,8,20,12,8,20,48,68,25,23,2.8333,8,0.0603
partitioned_grafo7136.55,21,51,3,9,12,2,9,11,55,73,17,38,2.6545,7,0.0492
partitioned_grafo7137.41,52,38,10,5,15,10,5,15,41,59,18,23,2.878,6,0.072
partitioned_grafo7138.42,40,44,6,8,14,6,8,14,42,53,22,20,2.5238,5,0.0616
partitioned_grafo7139.43,36,42,5,8,13,5,8,13,43,57,22,21,2.6512,6,0.0631
partitioned_grafo714.13,6,6,1,1,2,3,1,4,13,15,10,3,2.3077,4,0.1923
partitioned_grafo7140.41,23,49,4,8,12,4,9,13,41,53,13,28,2.5854,9,0.0646
partitioned_grafo7141.42,10,56,2,9,11,2,9,11,42,53,12,30,2.5238,6,0.0616
partitioned_grafo7142.47,36,24,6,4,10,6,4,10,47,56,20,27,2.383,5,0.0518
partitioned_grafo7143.43,48,12,8,2,10,8,2,10,43,54,35,8,2.5116,6,0.0598
partitioned_grafo7144.42,18,42,3,7,10,3,7,10,42,53,16,26,2.5238,8,0.0616
partitioned_grafo7145.56,0,60,0,10,10,0,10,10,56,70,5,51,2.5,6,0.0455
partitioned_grafo7146.42,0,0,0,0,0,0,0,0,42,54,4,38,2.5714,8,0.0627
partitioned_grafo7147.47,30,60,4,11,15,4,12,16,47,62,22,25,2.6383,9,0.0574
partitioned_grafo7148.39,0,0,0,0,0,0,0,0,39,50,13,26,2.5641,4,0.0675
partitioned_grafo7149.74,26,76,4,13,17,4,13,17,74,93,20,54,2.5135,7,0.0344
partitioned_grafo715.30,5,7,1,1,2,0,7,7,30,32,5,25,2.1333,8,0.0736
partitioned_grafo7150.41,10,44,2,7,9,2,10,12,41,52,7,34,2.5366,6,0.0634
partitioned_grafo7151.85,0,0,0,0,0,0,0,0,85,120,53,32,2.8235,9,0.0336
partitioned_grafo7152.57,0,0,0,0,0,0,0,0,57,78,19,38,2.7368,7,0.0489
partitioned_grafo7153.85,0,0,0,0,0,0,0,0,85,120,53,32,2.8235,9,0.0336
partitioned_grafo7154.60,6,72,1,12,13,1,12,13,60,70,9,51,2.3333,6,0.0395
partitioned_grafo7155.60,6,72,1,12,13,1,12,13,60,70,9,51,2.3333,6,0.0395
partitioned_grafo7156.67,2,88,0,15,15,0,15,15,67,86,6,61,2.5672,7,0.0389
partitioned_grafo7157.43,23,13,4,2,6,4,2,6,43,53,16,27,2.4651,4,0.0587
partitioned_grafo7158.39,1,47,0,8,8,0,8,8,39,54,4,35,2.7692,8,0.0729
partitioned_grafo7159.54,0,0,0,0,0,0,0,0,54,66,22,32,2.4444,5,0.0461
partitioned_grafo716.13,7,11,1,2,3,1,2,3,13,13,5,8,2,3,0.1667
partitioned_grafo7160.54,0,0,0,0,0,0,0,0,54,66,22,32,2.4444,5,0.0461
partitioned_grafo7161.37,4,8,1,1,2,0,6,6,37,42,5,32,2.2703,4,0.0631
partitioned_grafo7162.44,0,0,0,0,0,0,0,0,44,59,6,38,2.6818,6,0.0624
partitioned_grafo7163.44,39,27,6,5,11,9,5,14,44,56,27,17,2.5455,6,0.0592
partitioned_grafo7164.56,13,59,2,10,12,2,10,12,56,68,10,46,2.4286,6,0.0442
partitioned_grafo7165.40,0,0,0,0,0,0,0,0,40,55,3,37,2.75,6,0.0705
partitioned_grafo7166.52,0,0,0,0,0,0,0,0,52,69,25,27,2.6538,6,0.052
partitioned_grafo7167.87,0,0,0,0,0,0,0,0,87,126,81,6,2.8966,7,0.0337
partitioned_grafo7168.39,0,42,0,7,7,0,5,5,39,56,3,36,2.8718,8,0.0756
partitioned_grafo7169.44,15,51,3,8,11,3,8,11,44,56,7,37,2.5455,6,0.0592
partitioned_grafo717.10,0,0,0,0,0,0,0,0,10,10,3,7,2,3,0.2222
partitioned_grafo7170.43,60,6,10,1,11,10,1,11,43,58,31,12,2.6977,8,0.0642
partitioned_grafo7171.44,0,0,0,0,0,0,0,0,44,70,17,27,3.1818,8,0.074
partitioned_grafo7172.40,7,35,1,6,7,1,6,7,40,54,9,31,2.7,5,0.0692
partitioned_grafo7173.78,18,120,3,20,23,3,20,23,78,95,8,70,2.4359,7,0.0316
partitioned_grafo7174.74,5,103,1,17,18,1,17,18,74,96,7,67,2.5946,8,0.0355
partitioned_grafo7175.46,4,74,1,12,13,1,18,19,46,67,4,42,2.913,6,0.0647
partitioned_grafo7176.49,40,14,7,2,9,7,2,9,49,59,34,15,2.4082,7,0.0502
partitioned_grafo7177.69,52,38,9,6,15,9,6,15,69,88,29,40,2.5507,8,0.0375
partitioned_grafo7178.37,45,33,7,6,13,7,6,13,37,53,25,12,2.8649,8,0.0796
partitioned_grafo7179.56,0,0,0,0,0,0,0,0,56,81,4,52,2.8929,7,0.0526
partitioned_grafo718.10,0,0,0,0,0,0,0,0,10,10,3,7,2,3,0.2222
partitioned_grafo7180.40,37,17,6,3,9,6,3,9,40,52,25,15,2.6,6,0.0667
partitioned_grafo7181.52,0,0,0,0,0,0,0,0,52,81,4,48,3.1154,8,0.0611
partitioned_grafo7182.39,20,28,3,5,8,3,5,8,39,55,13,26,2.8205,7,0.0742
partitioned_grafo7183.53,0,0,0,0,0,0,0,0,53,80,43,10,3.0189,8,0.0581
partitioned_grafo7184.39,20,46,3,8,11,3,8,11,39,54,16,23,2.7692,6,0.0729
partitioned_grafo7185.55,39,39,7,6,13,7,6,13,55,60,19,36,2.1818,5,0.0404
partitioned_grafo7186.52,59,13,10,2,12,10,2,12,52,68,40,12,2.6154,6,0.0513
partitioned_grafo7187.38,4,2,1,0,1,0,7,7,38,52,4,34,2.7368,9,0.074
partitioned_grafo7188.44,27,27,4,5,9,4,5,9,44,62,22,22,2.8182,8,0.0655
partitioned_grafo7189.52,0,0,0,0,0,0,0,0,52,71,28,24,2.7308,7,0.0535
partitioned_grafo719.14,0,0,0,0,0,0,0,0,14,13,9,5,1.8571,4,0.1429
partitioned_grafo7190.52,0,0,0,0,0,0,0,0,52,71,28,24,2.7308,7,0.0535
partitioned_grafo7191.41,0,54,0,9,9,0,9,9,41,54,5,36,2.6341,6,0.0659
partitioned_grafo7192.45,29,31,4,5,9,4,5,9,45,59,17,28,2.6222,6,0.0596
partitioned_grafo7193.43,0,0,0,0,0,0,0,0,43,64,8,35,2.9767,6,0.0709
partitioned_grafo7194.53,38,52,6,9,15,6,9,15,53,69,22,31,2.6038,5,0.0501
partitioned_grafo7195.42,30,0,5,0,5,6,0,6,42,51,35,7,2.4286,7,0.0592
partitioned_grafo7196.45,1,95,0,16,16,0,16,16,45,65,3,42,2.8889,8,0.0657
partitioned_grafo7197.52,59,13,10,2,12,10,2,12,52,68,40,12,2.6154,6,0.0513
partitioned_grafo7198.37,37,17,6,3,9,6,3,9,37,50,24,13,2.7027,8,0.0751
partitioned_grafo7199.56,28,86,4,15,19,4,15,19,56,79,19,37,2.8214,8,0.0513
partitioned_grafo720.14,4,8,1,1,2,0,5,5,14,16,3,11,2.2857,4,0.1758
partitioned_grafo7200.42,73,17,12,3,15,12,3,15,42,58,30,12,2.7619,6,0.0674
partitioned_grafo7201.47,0,0,0,0,0,0,0,0,47,62,11,36,2.6383,8,0.0574
partitioned_grafo7202.42,0,0,0,0,0,0,0,0,42,58,19,23,2.7619,6,0.0674
partitioned_grafo7203.57,0,0,0,0,0,0,0,0,57,85,17,40,2.9825,8,0.0533
partitioned_grafo7204.41,11,61,2,10,12,2,10,12,41,54,7,34,2.6341,5,0.0659
partitioned_grafo7205.39,12,18,2,3,5,5,8,13,39,49,22,17,2.5128,7,0.0661
partitioned_grafo7206.43,51,15,9,2,11,10,2,12,43,50,28,15,2.3256,7,0.0554
partitioned_grafo7207.55,45,57,8,9,17,8,9,17,55,77,28,27,2.8,6,0.0519
partitioned_grafo7208.43,25,29,4,5,9,4,5,9,43,48,22,21,2.2326,5,0.0532
partitioned_grafo7209.40,0,36,0,6,6,2,6,8,40,56,13,27,2.8,7,0.0718
partitioned_grafo721.17,16,20,3,3,6,1,6,7,17,20,6,11,2.3529,5,0.1471
partitioned_grafo7210.43,0,0,0,0,0,0,0,0,43,67,11,32,3.1163,8,0.0742
partitioned_grafo7211.37,35,7,6,1,7,3,3,6,37,47,17,20,2.5405,6,0.0706
partitioned_grafo7212.42,16,50,2,9,11,2,11,13,42,53,9,33,2.5238,7,0.0616
partitioned_grafo7213.73,1,101,0,17,17,0,17,17,73,101,9,64,2.7671,9,0.0384
partitioned_grafo7214.43,72,12,12,2,14,9,2,11,43,55,34,9,2.5581,8,0.0609
partitioned_grafo7215.44,0,66,0,11,11,0,13,13,44,54,4,40,2.4545,8,0.0571
partitioned_grafo7216.47,0,0,0,0,0,0,0,0,47,77,6,41,3.2766,8,0.0712
partitioned_grafo7217.44,10,86,2,14,16,2,14,16,44,53,6,38,2.4091,7,0.056
partitioned_grafo7218.46,67,5,11,1,12,11,1,12,46,54,38,8,2.3478,5,0.0522
partitioned_grafo7219.45,9,93,2,15,17,2,15,17,45,59,9,36,2.6222,6,0.0596
partitioned_grafo722.15,17,19,2,4,6,2,4,6,15,17,7,8,2.2667,5,0.1619
partitioned_grafo7220.42,2,70,0,12,12,0,12,12,42,57,7,35,2.7143,6,0.0662
partitioned_grafo7221.99,0,0,0,0,0,0,0,0,99,141,10,89,2.8485,9,0.0291
partitioned_grafo7222.40,52,26,8,5,13,8,5,13,40,54,25,15,2.7,5,0.0692
partitioned_grafo7223.40,0,0,0,0,0,0,0,0,110,134,6,104,2.4364,6,0.0224
partitioned_grafo7224.41,44,52,8,8,16,0,0,0,41,58,14,27,2.8293,8,0.0707
partitioned_grafo7225.37,12,12,2,2,4,0,0,0,37,49,7,30,2.6486,8,0.0736
partitioned_grafo7226.38,40,14,7,2,9,7,2,9,38,53,28,10,2.7895,6,0.0754
partitioned_grafo7227.38,8,10,1,2,3,0,0,0,38,54,6,32,2.8421,8,0.0768
partitioned_grafo7228.41,114,6,19,1,20,19,1,20,41,67,34,7,3.2683,8,0.0817
partitioned_grafo7229.43,6,12,1,2,3,2,7,9,43,49,9,34,2.2791,6,0.0543
partitioned_grafo723.17,5,1,1,0,1,5,0,5,17,20,14,3,2.3529,5,0.1471
partitioned_grafo7230.61,0,0,0,0,0,0,0,0,61,95,5,56,3.1148,9,0.0519
partitioned_grafo7231.51,0,0,0,0,0,0,0,0,51,62,17,34,2.4314,7,0.0486
partitioned_grafo7232.38,0,0,0,0,0,0,0,0,38,53,24,14,2.7895,6,0.0754
partitioned_grafo7233.37,8,28,1,5,6,2,5,7,37,49,14,23,2.6486,6,0.0736
partitioned_grafo7234.46,44,46,8,7,15,8,7,15,46,63,15,31,2.7391,8,0.0609
partitioned_grafo7235.38,16,14,3,2,5,0,0,0,38,45,11,27,2.3684,4,0.064
partitioned_grafo7236.47,1,125,0,21,21,0,21,21,47,70,3,44,2.9787,8,0.0648
partitioned_grafo7237.44,19,23,3,4,7,3,4,7,44,56,23,21,2.5455,5,0.0592
partitioned_grafo7238.65,93,27,14,5,19,14,5,19,65,82,51,14,2.5231,7,0.0394
partitioned_grafo7239.60,0,0,0,0,0,0,0,0,60,87,14,46,2.9,8,0.0492
partitioned_grafo724.18,16,14,3,2,5,4,3,7,18,21,8,10,2.3333,4,0.1373
partitioned_grafo7240.60,0,0,0,0,0,0,0,0,60,87,14,46,2.9,8,0.0492
partitioned_grafo7241.45,44,46,8,7,15,8,7,15,45,62,17,28,2.7556,6,0.0626
